Airline,Departure,Arrival,price,Duration,Stops,Departure Time,Arrival Time,Day of the Week,Day of the Month
Air France,Berlin (BER),Tokyo (HND),1253,1585,1,20:30,05:55,Tuesday,08/08/2023
Air France,Berlin (BER),Tokyo (NRT),1275,1895,2,18:00,08:35,Tuesday,08/08/2023
KLM,Berlin (BER),Tokyo (NRT),1283,1165,2,06:00,08:25,Tuesday,08/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1289,760,1,13:15,08:55,Tuesday,08/08/2023
Japan Airlines,Berlin (BER),Tokyo (NRT),1289,1010,1,13:15,13:05,Tuesday,08/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1289,1055,1,13:15,13:50,Tuesday,08/08/2023
KLM,Berlin (BER),Tokyo (NRT),1298,1130,2,14:30,16:20,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1301,760,1,13:15,08:55,Tuesday,08/08/2023
All Nippon Airways,Berlin (BER),Tokyo (NRT),1307,1010,1,09:00,08:50,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1307,860,1,10:50,08:10,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1307,920,1,09:50,08:10,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1307,980,1,08:50,08:10,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1307,1070,1,07:20,08:10,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1313,900,1,11:45,09:45,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1313,960,1,10:45,09:45,Tuesday,08/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),1313,1020,1,09:45,09:45,Tuesday,08/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,760,1,13:15,08:55,Tuesday,08/08/2023
Finnair,Berlin (BER),Tokyo (NRT),1519,1010,1,13:15,13:05,Tuesday,08/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,1020,1,08:55,08:55,Tuesday,08/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,1055,1,13:15,13:50,Tuesday,08/08/2023
Finnair,Berlin (BER),Tokyo (NRT),1519,1270,1,08:55,13:05,Tuesday,08/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,1315,1,08:55,13:50,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1590,1010,1,13:15,13:05,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1590,1145,1,13:15,15:20,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1605,760,1,13:15,08:55,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1605,1020,1,08:55,08:55,Tuesday,08/08/2023
British Airways,Berlin (BER),Tokyo (HND),1622,1025,1,07:05,07:10,Tuesday,08/08/2023
Air France,Berlin (BER),Tokyo (HND),1633,1050,1,18:00,18:30,Tuesday,08/08/2023
Air France,Berlin (BER),Tokyo (HND),1633,1400,1,12:10,18:30,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1784,1095,1,06:40,07:55,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),2019,1235,2,08:50,12:25,Tuesday,08/08/2023
Swiss International Air Lines,Berlin (BER),Tokyo (NRT),2550,1755,1,20:30,08:45,Tuesday,08/08/2023
Austrian Airlines,Berlin (BER),Tokyo (NRT),2551,875,1,11:15,08:50,Tuesday,08/08/2023
Lufthansa,Berlin (BER),Tokyo (HND),2551,860,1,10:50,08:10,Tuesday,08/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),2559,840,1,09:45,06:45,Tuesday,08/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),2559,860,1,17:45,15:05,Tuesday,08/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),2559,1280,1,10:45,15:05,Tuesday,08/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),2559,1340,1,09:45,15:05,Tuesday,08/08/2023
Scoot,Berlin (BER),Tokyo (NRT),461,1345,1,09:35,15:00,Wednesday,9/08/2023
Scoot,Berlin (BER),Tokyo (NRT),562,1610,2,09:35,19:25,Wednesday,9/08/2023
Scoot,Berlin (BER),Tokyo (NRT),562,2565,2,09:35,11:20,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),688,1185,2,10:55,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),688,1265,2,09:35,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),688,1330,2,10:55,16:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),688,1410,2,09:35,16:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),688,1420,2,07:00,13:40,Wednesday,9/08/2023
LOT-Polish Airlines,Berlin (BER),Tokyo (NRT),697,980,1,19:10,18:30,Wednesday,9/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),702,1135,1,16:40,18:35,Wednesday,9/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),702,1530,1,10:05,18:35,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),741,1290,2,08:45,13:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),741,1320,2,08:15,13:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),741,1350,2,07:45,13:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),741,1410,2,06:45,13:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1195,2,10:45,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1255,2,09:45,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1315,2,08:45,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1340,2,10:45,16:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1345,2,08:15,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1375,2,07:45,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1400,2,09:45,16:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1435,2,06:45,13:40,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1460,2,08:45,16:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),805,1200,2,10:55,13:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),805,1280,2,09:35,13:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),805,1435,2,07:00,13:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1190,2,19:45,22:35,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),868,1455,2,06:00,13:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1175,2,14:45,17:20,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1235,2,13:45,17:20,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1395,2,14:45,21:00,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),910,1400,2,06:15,12:35,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),924,1265,2,16:55,21:00,Wednesday,9/08/2023
Singapore Airlines,Berlin (BER),Tokyo (NRT),933,1495,1,09:35,17:30,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),941,1215,2,09:50,13:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),941,1425,2,06:20,13:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),947,1280,2,08:45,13:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),947,1310,2,08:15,13:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),947,1340,2,07:45,13:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),947,1400,2,06:45,13:05,Wednesday,9/08/2023
KLM,Berlin (BER),Tokyo (NRT),1116,990,1,09:05,08:35,Wednesday,9/08/2023
KLM,Berlin (BER),Tokyo (NRT),1116,1175,1,06:00,08:35,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1119,1620,2,06:15,16:15,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Tokyo (HND),1125,1010,1,19:35,19:25,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Tokyo (HND),1125,1290,1,14:55,19:25,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Tokyo (HND),1125,1405,1,13:00,19:25,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Tokyo (HND),1125,1545,1,10:40,19:25,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1198,1275,2,08:50,13:05,Wednesday,9/08/2023
Scandinavian Airlines,Berlin (BER),Tokyo (HND),1211,1660,1,21:15,07:55,Wednesday,9/08/2023
Air France,Berlin (BER),Tokyo (HND),1253,1000,1,06:15,05:55,Wednesday,9/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1289,760,1,13:15,08:55,Wednesday,9/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1289,1055,1,13:15,13:50,Wednesday,9/08/2023
Air France,Berlin (BER),Tokyo (HND),1295,1050,1,18:00,18:30,Wednesday,9/08/2023
Air France,Berlin (BER),Tokyo (HND),1295,1400,1,12:10,18:30,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1301,760,1,13:15,08:55,Wednesday,9/08/2023
All Nippon Airways,Berlin (BER),Tokyo (NRT),1311,960,1,18:45,17:45,Wednesday,9/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1333,920,1,16:55,15:15,Wednesday,9/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1333,1005,1,11:10,10:55,Wednesday,9/08/2023
Japan Airlines,Berlin (BER),Tokyo (HND),1333,1265,1,11:10,15:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1365,1330,2,08:45,13:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1365,1360,2,08:15,13:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1365,1390,2,07:45,13:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1365,1450,2,06:45,13:55,Wednesday,9/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,760,1,13:15,08:55,Wednesday,9/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,1020,1,08:55,08:55,Wednesday,9/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,1055,1,13:15,13:50,Wednesday,9/08/2023
Finnair,Berlin (BER),Tokyo (HND),1519,1315,1,08:55,13:50,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1605,760,1,13:15,08:55,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1605,1020,1,08:55,08:55,Wednesday,9/08/2023
British Airways,Berlin (BER),Tokyo (HND),1622,1005,1,07:25,07:10,Wednesday,9/08/2023
British Airways,Berlin (BER),Tokyo (HND),1622,1005,1,11:10,10:55,Wednesday,9/08/2023
British Airways,Berlin (BER),Tokyo (HND),1622,1230,1,07:25,10:55,Wednesday,9/08/2023
Air France,Berlin (BER),Tokyo (HND),1633,1585,1,20:30,05:55,Wednesday,9/08/2023
Swiss International Air Lines,Berlin (BER),Tokyo (NRT),2550,890,1,10:55,08:45,Wednesday,9/08/2023
Austrian Airlines,Berlin (BER),Tokyo (NRT),2551,1010,1,09:00,08:50,Wednesday,9/08/2023
Lufthansa,Berlin (BER),Tokyo (HND),2551,860,1,10:50,08:10,Wednesday,9/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),2559,840,1,09:45,06:45,Wednesday,9/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),2559,860,1,17:45,15:05,Wednesday,9/08/2023
All Nippon Airways,Berlin (BER),Tokyo (HND),2559,1340,1,09:45,15:05,Wednesday,9/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),702,1135,1,16:40,18:35,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),725,1395,2,07:00,13:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1290,2,08:45,13:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1320,2,08:15,13:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1410,2,06:45,13:15,Thursday,10/08/2023
Etihad Airways,Berlin (BER),Tokyo (NRT),800,1390,2,06:55,13:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),805,1275,2,09:00,13:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),805,1495,2,09:00,16:55,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1190,2,19:45,22:35,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1175,2,14:45,17:20,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1235,2,13:45,17:20,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1355,2,11:45,17:20,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1395,2,14:45,21:00,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1455,2,13:45,21:00,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1475,2,09:45,17:20,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),910,1400,2,06:15,12:35,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),918,1370,2,11:45,17:35,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),924,1370,2,15:10,21:00,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),947,1280,2,08:45,13:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),947,1310,2,08:15,13:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1340,2,09:45,15:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1400,2,08:45,15:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1430,2,08:15,15:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1520,2,06:45,15:05,Thursday,10/08/2023
KLM,Berlin (BER),Tokyo (NRT),1007,1130,2,14:30,16:20,Thursday,10/08/2023
Scoot,Berlin (BER),Tokyo (NRT),526,1345,1,09:35,15:00,Friday,11/08/2023
Scoot,Berlin (BER),Tokyo (NRT),627,1610,2,09:35,19:25,Friday,11/08/2023
Scoot,Berlin (BER),Tokyo (NRT),669,2565,2,09:35,11:20,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),725,1275,2,09:00,13:15,Friday,11/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),728,1135,1,16:40,18:35,Friday,11/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),728,1530,1,10:05,18:35,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1290,2,08:45,13:15,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1320,2,08:15,13:15,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1350,2,07:45,13:15,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),773,1410,2,06:45,13:15,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1195,2,10:45,13:40,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1255,2,09:45,13:40,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1315,2,08:45,13:40,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1345,2,08:15,13:40,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1375,2,07:45,13:40,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1435,2,06:45,13:40,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),880,1190,2,19:45,22:35,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1460,2,08:45,16:05,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1490,2,08:15,16:05,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1175,2,14:45,17:20,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1235,2,13:45,17:20,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1355,2,11:45,17:20,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1395,2,14:45,21:00,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),924,1270,2,16:50,21:00,Friday,11/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),924,1425,2,14:15,21:00,Friday,11/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),754,1135,1,16:40,18:35,Saturday,12/08/2023
LOT-Polish Airlines,Berlin (BER),Tokyo (NRT),769,1450,1,11:20,18:30,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),819,1350,2,07:45,13:15,Saturday,12/08/2023
Etihad Airways,Berlin (BER),Tokyo (NRT),825,1390,2,06:55,13:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),868,1455,2,06:00,13:15,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),879,1290,2,08:45,13:15,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),880,1310,2,17:45,22:35,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1195,2,10:45,13:40,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1315,2,08:45,13:40,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1340,2,10:45,16:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1375,2,07:45,13:40,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1460,2,08:45,16:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),887,1520,2,07:45,16:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),920,1175,2,14:45,17:20,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),920,1235,2,13:45,17:20,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),920,1355,2,11:45,17:20,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),920,1395,2,14:45,21:00,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),920,1415,2,10:45,17:20,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),966,1275,2,08:50,13:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),966,1365,2,07:20,13:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),972,1340,2,07:45,13:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1280,2,10:45,15:05,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1007,1370,2,11:45,17:35,Saturday,12/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1043,1985,2,20:30,12:35,Saturday,12/08/2023
KLM,Berlin (BER),Tokyo (NRT),1116,1175,1,06:00,08:35,Saturday,12/08/2023
Scoot,Berlin (BER),Tokyo (NRT),562,2565,2,09:35,11:20,Sunday,13/08/2023
Scoot,Berlin (BER),Tokyo (NRT),580,1345,1,09:35,15:00,Sunday,13/08/2023
Scoot,Berlin (BER),Tokyo (NRT),604,1610,2,09:35,19:25,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),688,1420,2,07:00,13:40,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),688,1435,2,07:00,13:55,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),805,1265,2,09:35,13:40,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),805,1280,2,09:35,13:55,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),805,1410,2,09:35,16:05,Sunday,13/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),837,1530,1,10:05,18:35,Sunday,13/08/2023
LOT-Polish Airlines,Berlin (BER),Tokyo (NRT),841,980,1,19:10,18:30,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1310,2,17:45,22:35,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),871,1350,2,07:45,13:15,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),871,1410,2,06:45,13:15,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1235,2,13:45,17:20,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1290,2,08:45,13:15,Sunday,13/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),924,1135,1,16:40,18:35,Sunday,13/08/2023
Singapore Airlines,Berlin (BER),Tokyo (NRT),933,1495,1,09:35,17:30,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),943,1285,2,16:35,21:00,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1280,2,10:45,15:05,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1032,1185,2,10:55,13:40,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),1032,1200,2,10:55,13:55,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1032,1330,2,10:55,16:05,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1033,1400,2,06:15,12:35,Sunday,13/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1087,1390,2,06:55,13:05,Sunday,13/08/2023
Etihad Airways,Berlin (BER),Tokyo (NRT),1087,1390,2,06:55,13:05,Sunday,13/08/2023
LOT-Polish Airlines,Berlin (BER),Tokyo (NRT),769,980,1,19:10,18:30,Monday,14/08/2023
LOT-Polish Airlines,Berlin (BER),Tokyo (NRT),769,1450,1,11:20,18:30,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1195,2,10:45,13:40,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1255,2,09:45,13:40,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1315,2,08:45,13:40,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1340,2,10:45,16:05,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1345,2,08:15,13:40,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1375,2,07:45,13:40,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1400,2,09:45,16:05,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),822,1435,2,06:45,13:40,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1190,2,19:45,22:35,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),871,1290,2,08:45,13:15,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),871,1320,2,08:15,13:15,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),871,1350,2,07:45,13:15,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),892,1320,2,13:35,18:35,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1235,2,13:45,17:20,Monday,14/08/2023
Etihad Airways,Berlin (BER),Tokyo (NRT),929,1390,2,06:55,13:05,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),929,1390,2,06:55,13:05,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1280,2,10:45,15:05,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),979,1340,2,09:45,15:05,Monday,14/08/2023
KLM,Berlin (BER),Tokyo (NRT),1007,2200,2,20:40,16:20,Monday,14/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),1026,1135,1,16:40,18:35,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1033,1400,2,06:15,12:35,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1060,1215,2,09:50,13:05,Monday,14/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),1060,1275,2,08:50,13:05,Monday,14/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),702,1530,1,10:05,18:35,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),705,1340,2,10:45,16:05,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),705,1400,2,09:45,16:05,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1195,2,10:45,13:40,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1255,2,09:45,13:40,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1315,2,08:45,13:40,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1345,2,08:15,13:40,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1375,2,07:45,13:40,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),763,1435,2,06:45,13:40,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),819,1290,2,08:45,13:15,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),819,1320,2,08:15,13:15,Tuesday,15/08/2023
Qatar Airways,Berlin (BER),Tokyo (NRT),837,1135,1,16:40,18:35,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1185,2,19:50,22:35,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1190,2,19:45,22:35,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1250,2,18:45,22:35,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (HND),855,1310,2,17:45,22:35,Tuesday,15/08/2023
Multiple airlines,Berlin (BER),Tokyo (NRT),901,1175,2,14:45,17:20,Tuesday,15/08/2023
KLM,Berlin (BER),Tokyo (NRT),918,1130,2,14:30,16:20,Tuesday,15/08/2023
KLM,Berlin (BER),Tokyo (NRT),918,1265,2,12:15,16:20,Tuesday,15/08/2023
Etihad Airways,Berlin (BER),Tokyo (NRT),929,1390,2,06:55,13:05,Tuesday,15/08/2023
